7610,0.51
7706,6.82
7707,368.47
7720,2.68
7721,4.09
7722,152.86
7855,3.12
8001,5.49
8004,3.29
8006,3.9
8008,2.13
8010,2.14
8013,1
8015,4.4
8017,2.74
8018,5.34
8019,1.58
8021,8.92
8028,3.93
8031,4.38
8032,5.02
8039,2.83
8041,5.17
8042,2.91
8046,3.57
8057,2.88
8059,3.5
8060,1.6
8061,4.14
8062,1.26
8063,3.64
8064,2.58
8065,2.49
8066,2.38
8071,0.79
8078,1.32
8102,1.88
8106,5.77
8107,2.35
8116,2.17
8117,5.42
8209,6
8215,8.97
8227,4.22
8232,5.74
8267,5.27
8278,292.02
8286,8.31
8290,3.56
8291,4.14
8292,7.03
8293,9.59
8304,7.74
8324,3.03
8350,5.16
8370,1.49
8387,3.19
8388,4.07
8389,2.92
8390,2.93
8391,2.42
8392,3.36
8393,2.35
8397,4.53
8400,1.84
8500,6.19
8601,0.37
8631,8.65
8720,1.69
8729,0.79
8740,1.02
8741,0.14
8742,0.31
8743,0.1
8744,0.31
8745,9.01
8746,0.31
8748,0.56
8749,0.12
8755,0.61
8800,3.41
8801,0.42
8803,0.09
8804,2.61
8806,2.88
8807,0.17
8808,0.39
8810,0.2
8811,0.2
8812,0.2
8813,0.54
8818,0.3
8820,0.18
8821,0.65
8822,0.35
8823,3.42
8827,2.51
8829,2.68
8830,1.37
8831,1.48
8834,0.92
8838,1.04
8839,0.82
8840,0.28
8846,1.25
8847,6.79
8850,1.59
8851,3.15
8852,1.62
8859,0.02
8868,0.66
8870,0.91
8871,0.1
8874,0.05
8875,0.8
9007,3.84
9008,7.07
9009,2.97
9010,4.2
9011,4.01
9015,4.45
9016,3.03
9031,3.5
9033,3.52
9043,1.88
9048,2.19
9050,5.56
9053,1.5
9054,2.97
9058,2.53
9059,1.84
9060,3.63
9061,3.9
9066,3.3
9067,1.39
9069,3.98
9070,4.56
9080,2.53
9081,2.53
9082,2.53
9083,2.53
9084,2.53
9085,3.05
9092,2.07
9095,3.35
9096,8.34
9097,3.08
9101,4.09
9151,0.37
9154,2.09
9155,0.87
9156,3.86
9180,3.62
9181,10.73
9182,1.31
9184,7.75
9185,7.39
9220,5.24
9402,3.83
9403,7.02
9410,0.8
9420,7.97
9422,2.11
9424,4.9
9426,5.79
9501,4.31
9507,3.08
9516,2.32
9519,6.21
9521,4.03
9522,6
9529,5.69
9531,2.95
9549,9.53
9552,12.06
9586,1.16
9610,1.75
9620,4.05
